form	match_type	count	candidate_lemmas	sample_context	resolved_lemma	confidence	note
zvne	unmatched	1		sint meine zvne die mir			
tunkkil	unmatched	1		ougen waren tunkkil vor grosem			
klerlich	unmatched	1		alder vnd klerlich mocht her			
anbette	unmatched	1		vaters do anbette ł GENE			
vorvienk	unmatched	1		houbt vnd vorvienk das swerlichn			
swerlichn	unmatched	1		vorvienk das swerlichn vnd begreiffe			
ist;	unmatched	1		mein svn ist; ich weis			
minnester	unmatched	1		Aber sein minnester bruder wirt			
kvnde	unmatched	1		ich euch kvnde was euch			
wetagens	unmatched	1		anevanck meines wetagens Der erste			
gebitunge	unmatched	1		in der gebitunge Ous gegossen			
Teilen	ambiguous	1	lemma_6041|lemma_6042	ist herte Teilen wil ich			
Loben	ambiguous	1	lemma_3830|lemma_3849	dich werden Loben deine bruder			
rastende	unmatched	1		ouf gestigen rastende hastu an			
czepter	unmatched	1		gehaben das czepter von vnd			
peitunge	unmatched	1		wirt ein peitunge der heiden			
Bindende	unmatched	1		der heiden Bindende an den			
garten	ambiguous	1	lemma_18941|lemma_1925|lemma_2179|lemma_2188	den wein garten sein keuchel			
stallunge	unmatched	1		in der stallunge der schif			
Werde	ambiguous	1	lemma_7489|lemma_7500|lemma_7644	geslechte in Werde dan ein			
gehurnte	unmatched	1		wege ein gehurnte nater an			
beissende	unmatched	1		dem steige beissende die clahen			
heiles	ambiguous	1	lemma_2706|lemma_2711	sich Deines heiles beite ich			
gesanter	unmatched	1		ein vz gesanter hirs vnd			
erczurnten	unmatched	1		mawer vnd erczurnten in vnd			
entlost	unmatched	1		bogen vnd entlost synt die			
begirung	unmatched	1		queme die begirung der ewigen			
czuckender	unmatched	1		brudern ein czuckender wolf der			
czwelue	unmatched	1		den geslechten czwelue Das sprach			
larte	ambiguous	1	lemma_3575|lemma_3656	den her larte seine kinder			
wurczten	unmatched	1		seinen vater wurczten Die erfulten			
wurczte	unmatched	1		die man wurczte Und die			
rinder;	unmatched	1		vnd ir rinder; die liessen			
leichczeichen	unmatched	1		sie das leichczeichen mit groser			
vorgessist	unmatched	1		das du vorgessist der missetat			
vorgebist	unmatched	1		deinem vater vorgebist dise missetat			
gegenn	unmatched	1		als irs gegenn orticlichen schowet			
orticlichen	unmatched	1		irs gegenn orticlichen schowet ł			
trŏste	unmatched	1		kindlein vnd trŏste sie vnd			
lindlichen	unmatched	1		sprach in lindlichen vnd gutlichen			
fŭnf	unmatched	1		Genesis der fŭnf buch ein			
ousvarte	unmatched	1		buch der ousvarte von etcetera			
icz	unmatched	1		etcetera D icz sint die			
grvnende	unmatched	1		recht sam grvnende wurden sie			
ensteet	unmatched	1		ein streit ensteet gegen vns			
werckmeister	unmatched	1		her in werckmeister also das			
maurten	unmatched	1		peinigten vnd maurten stete der			
pflogten	unmatched	1		von vnd pflogten sie spottende			
no	ambiguous	1	lemma_4415|lemma_4432	des kvniges no ʒbohem nv			
ʒbohem	unmatched	1		kvniges no ʒbohem nv nv			
behilten	unmatched	1		svnder sie behilten die knechtil			
behildet	unmatched	1		das ir behildet die kinder			
bow̆te	unmatched	1		vorchten dorumbe bow̆te her in			
werffet	unmatched	1		wirt die werffet in die			
meidlin	unmatched	1		DUS was meidlin sint die			
vorbarck	unmatched	1		was vnd vorbarck es drei			
sinewelles	unmatched	1		sie ein sinewelles vessil von			
czeinen	unmatched	1		vessil von czeinen gevlochten vnd			
smyrte	unmatched	1		gevlochten vnd smyrte ł das			
leyme	unmatched	1		das mit leyme vnd mit			
gestreute	unmatched	1		in ein gestreute steende verre			
czukvnft	unmatched	1		der dinge czukvnft Und secht			
wusche	unmatched	1		sie sich wusche in dem			
ſer	unmatched	1		dem was ſer vnd die			
pimbsen	unmatched	1		in den pimbsen do sante			
nymanden	unmatched	1		vnd sach nymanden do bei			
slechstu	unmatched	1		tat Worumbe slechstu deinen nehsten			
ter	ambiguous	1	lemma_1119|lemma_36907	tŏch EXO ter die quamen			
schĕpfen	unmatched	1		quamen wasser schĕpfen vnd fulten			
ſchepfet	unmatched	1		er ge ſchepfet mit vns			
ersufczten	unmatched	1		kinder von ersufczten durch die			
et\u0020cetera	unmatched	1		et cetera et\u0020cetera III CAPITULUM			
busches	unmatched	1		mitte des busches Und her			
busch	ambiguous	1	lemma_916|lemma_957	das der busch brante vnd			
pusches	unmatched	1		mitte des pusches Der antworte			
Lŏse	unmatched	1		her czu Lŏse deine schuh			
vorbarge	unmatched	1		vnd got vorbarge sein antlicz			
herticheit	unmatched	1		durch ir herticheit der die			
seym	ambiguous	1	lemma_1517|lemma_16515	mit honik seym zu den			
gefurest	unmatched	1		du ous gefurest mein volk			
besammen	unmatched	1		Gee vnd besammen die alden			
Besuchende	unmatched	1		got sprechende Besuchende besucht habe			
nachtgebourinnen	unmatched	1		von irn nachtgebourinnen vnd von			
wirtinnen	unmatched	1		von irn wirtinnen silbereine vas			
ca	unmatched	1		er m ca thoho pzde			
geliz	unmatched	1		her sie geliz in die			
schoz	ambiguous	1	lemma_15061|lemma_5235|lemma_5277	in di schoz vnd her			
czweyen	unmatched	1		denne den czweyen - czeichen			
schepfest	unmatched	1		was du schepfest ous der			
geredick	unmatched	1		bin nicht geredick von gestern			
gehinderter	unmatched	1		ich bin gehinderter vnd tregir			
stvmmen	unmatched	1		geschŏpfet den stvmmen vnd den			
Leuit	unmatched	1		sprach der Leuit ł dein			
geredig	unmatched	1		das er geredig ist Sich			
vorsein	unmatched	1		wirdest im vorsein in den			
abbil	unmatched	1		hec dicit abbil DUS nen			
geczeigten	unmatched	1		alle meine geczeigten wunder die			
machst	ambiguous	1	lemma_3917|lemma_4240	deine hant machst vor herren			
woldist	unmatched	1		vnd du woldist in nicht			
vorvleisch	unmatched	1		besneit das vorvleisch ires svnes			
brevtigam	unmatched	1		sprach Ein brevtigam des blutes			
breutigam	unmatched	1		gesprochen hette breutigam des blutes			
Yra	unmatched	1		hec dicit Yra has ppherr			
nily	unmatched	1		e thoho nily boze EXO			
peinigunge	unmatched	1		gesehen ire peinigunge vnd an			
vorwesern	unmatched	1		vnd den vorwesern der wercke			
heischern	unmatched	1		den vngerechten heischern des volkes			
stuppil	unmatched	1		vnd clouben stuppil vnd die			
enmynnert	unmatched	1		sie noch enmynnert der nichtesnicht			
gehorchen	unmatched	1		sie nicht gehorchen den lugenlichen			
heischer	unmatched	1		die vngerechten heischer zu dem			
sprev	unmatched	1		zu clouben sprev Und die			
gegeisilt	unmatched	1		spreu Und gegeisilt wurden die			
geschosnemern	unmatched	1		von den geschosnemern herren sprechende			
Sprew	unmatched	1		deine knechte Sprew gibt man			
geisiln	unmatched	1		man mit geisiln vnd vnrecht			
gere	ambiguous	1	lemma_1948|lemma_1949|lemma_2174|lemma_2408	facit n gere qui nt			
nt	unmatched	1		gere qui nt laborare ppter			
laborare	unmatched	1		qui nt laborare ppter hoc			
ppter	unmatched	1		nt laborare ppter hoc Rex			
emp	unmatched	1		pharao con emp quod nox			
gewŏnliche	unmatched	1		vnd die gewŏnliche czal der			
prŏbste	unmatched	1		sahen die prŏbste sich sein			
nichstesnicht	unmatched	1		zu in nichstesnicht sol gemynnert			
czigeln	unmatched	1		von den czigeln alle tage			
getwanksal	unmatched	1		ous dem getwanksal der vnd			
erhabn	unmatched	1		die ich erhabn habe mein			
gehengten	unmatched	1		DUS die gehengten im des			
vnbesnitner	unmatched	1		ich bin vnbesnitner lebsen Und			
amram	unmatched	1		Die kinder amram EXO vnd			
drisik	unmatched	1		drei vnd drisik Die kinder			
vnbesnitnes	unmatched	1		herren Sich vnbesnitnes mundes bin			
gebite	ambiguous	1	lemma_1974|lemma_44092|lemma_687	ich dir gebite Und iener			
czeigunge	unmatched	1		meiner wunder czeigunge in der			
Czeigt	unmatched	1		euch sprichet Czeigt vns czeichen			
eczlicher	unmatched	1		ouch mit eczlicher heimlicher egiptischer			
czou	unmatched	1		heimlicher egiptischer czou DUS berei			
berei	unmatched	1		czou DUS berei gleicher weise			
vorfaulen	unmatched	1		sterben vnd vorfaulen werden die			
phtu	unmatched	1		est quod phtu xxx EXO			
pfutczen	unmatched	1		brvnne vnd pfutczen vnd alle			
vissche	unmatched	1		vnd die vissche die do			
vorfaulten	unmatched	1		das wasser vorfaulten vnd die			
getrinkken	unmatched	1		wassers nicht getrinkken vnd blut			
bachen	ambiguous	1	lemma_12136|lemma_345	von den bachen Und erfullet			
hovz	unmatched	1		in dein hovz vnd in			
bettis	unmatched	1		leger deines bettis vnd ouf			
bleibelinge	unmatched	1		in die bleibelinge deiner speise			
krŏten	unmatched	1		geen die krŏten Vnd toho			
vorfleuget	unmatched	1		so das vorfleuget werden di			
vnmessige	unmatched	1		samen in vnmessige houfen vnd			
vorfulte	unmatched	1		houfen vnd vorfulte die erde			
beswerte	unmatched	1		geben vnd beswerte sein hercze			
czoubereie	unmatched	1		mit irr czoubereie taten also			
taget	unmatched	1		so es taget vnd ste			
opfere	unmatched	1		es mir opfere Und ist			
teillunge	unmatched	1		ich ein teillunge czwischen deinem			
vorworfene	unmatched	1		vnd das vorworfene der opfern			
betreug	unmatched	1		furbas nicht betreug das du			
lasest	unmatched	1		du nicht lasest das volk			
vorsmehest	unmatched	1		das noch vorsmehest vnd sie			
heldest	unmatched	1		vnd sie heldest Sich meyn			
teſnícht	unmatched	1		nich DUS teſnícht vortirbet von			
vordarb	unmatched	1		tyren vorwar vordarb gar nichtesnicht			
strew̆	unmatched	1		ouen vnd strew̆ die in			
kvnd	unmatched	1		das ich kvnd meinen namen			
heldestu	unmatched	1		erden noch heldestu mein volk			
hagils	unmatched	1		vil groses hagils des glich			
gegewortige	unmatched	1		an dise gegewortige czeit Sende			
vorsoumte	unmatched	1		der do vorsoumte gotes wort			
plikczen	unmatched	1		vnd loufende plikczen ouf die			
gerste	unmatched	1		das die gerste grvne was			
knŏpil	unmatched	1		lein nv knŏpil ous sproste			
sproste	unmatched	1		knŏpil ous sproste Aber der			
korn	ambiguous	1	lemma_3302|lemma_3385|lemma_3409	das DUS korn wurden nicht			
spetig	unmatched	1		sie waren spetig Und ous			
kvndest	unmatched	1		das k kvndest in die			
ŏren	unmatched	1		in die ŏren deiner kinder			
x	ambiguous	1	lemma_13826|lemma_2	wiltu mir x EXO nicht			
widersteest	unmatched	1		das du widersteest vnd sie			
sy̆nen	unmatched	1		mit vnsern sy̆nen vnd mit			
czweiuelt	unmatched	1		kinden wer czweiuelt dor an			
bozlichen	unmatched	1		das ir bozlichen gedencket Nicht			
vnczellich	unmatched	1		vnd sasen vnczellich in allen			
Gevressen	unmatched	1		alle dink Gevressen wart dorumbe			
grvnes	unmatched	1		wart gelasen grvnes ouf den			
Um̆be	unmatched	1		in allen Um̆be die sache			
vorgebt	unmatched	1		ouch nv vorgebt mir die			
hevschrecken	unmatched	1		Noch ein hevschrecken bleib ny			
licht	ambiguous	1	lemma_3732|lemma_3759	do was licht Und rufte			
vŏrdrist	unmatched	1		vnd zu vŏrdrist wenne wir			
beschowest	unmatched	1		du icht beschowest mein angesichte			
vrow̆e	unmatched	1		ein ycliche vrow̆e von irr			
nachgebenrinne	unmatched	1		von irr nachgebenrinne silbereine vas			
erstporn	unmatched	1		von dem erstporn hern der			
erheuln	unmatched	1		ein hunt erheuln von dem			
enlis	unmatched	1		noch her enlis nicht czihen			
anvank	unmatched	1		anevank der anvank der mened			
vierczenden	unmatched	1		an den vierczenden tag des			
rohes	unmatched	1		essen kein rohes noch gekochtes			
gekochtes	unmatched	1		rohes noch gekochtes mit wasser			
vorbrennet	unmatched	1		wirt das vorbrennet in dem			
furczug	unmatched	1		ist der furczug des herren			
strew̆ende	unmatched	1		nicht zu strew̆ende wenne ich			
gesourteigtes	unmatched	1		heusern Welcher gesourteigtes isset des			
gehŏrt	unmatched	1		zu essen gehŏrt vnd halden			
gebundel	unmatched	1		Und ein gebundel ysops tvnket			
ysops	unmatched	1		ein gebundel ysops tvnket in			
leidigen	unmatched	1		heuser vnd leidigen euch D			
⫶	unmatched	1		wil geben ⫶ als her			
furczuges	unmatched	1		tyr des furczuges vnsers herren			
Ulihet	unmatched	1		vnd sprach Ulihet vnd czihet			
begossens	unmatched	1		hub ouf begossens mel e			
gesourteigte	unmatched	1		man das gesourteigte vnd bant			
schinten	unmatched	1		lihen vnd schinten die vnd			
gemuschtes	unmatched	1		gemeines vnd gemuschtes volk czoch			
cochten	unmatched	1		vil Nu cochten sie das			
begosne	unmatched	1		sie das begosne mel das			
gesowerteigen	unmatched	1		es nicht gesowerteigen also triben			
beheltliche	unmatched	1		nacht die beheltliche vnsers herren			
gemiete	unmatched	1		vnd der gemiete knecht essen			
knechtelin	unmatched	1		alle seine knechtelin Und denne			
sit	ambiguous	1	lemma_5366|lemma_5432|lemma_5434|lemma_5435|lemma_5505	ous geczogen sit von vnd			
honigsaim	unmatched	1		vnd mit honigsaim so saltu			
Oster	ambiguous	1	lemma_4450|lemma_4452	die hochczeit Oster brot sult			
gesowirteigtes	unmatched	1		dir keinerlei gesowirteigtes noch in			
gesaczten	unmatched	1		an der gesaczten czeit von			
knechtleins	unmatched	1		du hast knechtleins geslechte das			
wechsiln	unmatched	1		esils saltu wechsiln mit einem			
lŏsen	unmatched	1		nicht wilt lŏsen so vorterbe			
vrogit	unmatched	1		svn morgen vrogit was ist			
angehangens	unmatched	1		als etwas angehangens zu einer			
wenende	unmatched	1		nehste ist wenende das sies			
berew̆te	unmatched	1		leichte icht berew̆te wenne sie			
sewereinen	unmatched	1		in einer sewereinen seulen vnd			
gebrach	ambiguous	1	lemma_1979|lemma_843	Nimmer nicht gebrach der seule			
vorherten	unmatched	1		wustenunge vnd vorherten wil ich			
endienen	unmatched	1		vns nicht endienen Czu bereiten			
triten	unmatched	1		den fuz triten den vorczihenden			
vorczihenden	unmatched	1		triten den vorczihenden do begriffen			
geritene	unmatched	1		Und alle geritene vnd wegen			
Michels	ambiguous	1	lemma_4117|lemma_4118	den M Michels bessir wer			
grŏze	unmatched	1		secht die grŏze der wunder			
y̆czunt	unmatched	1		die ir y̆czunt secht mit			
sweigen	ambiguous	1	lemma_5947|lemma_5974	ir werdet sweigen Und vnser			
schreist	unmatched	1		zu Was schreist du zu			
wis	ambiguous	1	lemma_7505|lemma_7537|lemma_7538|lemma_7540|lemma_7549|lemma_7659	alle werden wis DUS sen			
erleuchtende	unmatched	1		vinster vnd erleuchtende die nacht			
mettenczeit	unmatched	1		wache der mettenczeit Und secht			
vewers	unmatched	1		seule des vewers vnd der			
vmkarte	unmatched	1		her vnd vmkarte die reder			
vichtet	unmatched	1		der herre vichtet vor sie			
vorwindilte	unmatched	1		vnser herre vorwindilte sie mitten			
geczogt	unmatched	1		volgende ein geczogt was in			
lŏste	unmatched	1		vnser herre lŏste an dem			
gevbet	unmatched	1		vnser herre gevbet hette wider			
sanck	ambiguous	1	lemma_2192|lemma_5488|lemma_5489	CAPITULUM XU sanck einen newen			
lob	ambiguous	1	lemma_3830|lemma_3849	vnd mein lob ist mein			
ouserwelten	unmatched	1		mer Sein ouserwelten fursten sint			
vorsenkit	unmatched	1		fursten sint vorsenkit in dem			
gesuncken	unmatched	1		sie bedakt gesuncken sint sie			
gegroset	unmatched	1		herre ist gegroset in stercke			
abgesaczt	unmatched	1		eren hastu abgesaczt meinen wider			
stuppel	unmatched	1		als ein stuppel vnd in			
Entplosen	unmatched	1		mein sele Entplosen wil ich			
vorsenket	unmatched	1		das mer vorsenket sint sie			
strengmutig	unmatched	1		starken von strengmutig wurden alle			
Ualle	unmatched	1		die woner Ualle ouf sie			
Unbeweglich	unmatched	1		deiner stercke Unbeweglich sullen sie			
reicht	ambiguous	1	lemma_4842|lemma_4875	vnser herre reicht ewiclich vnd			
in\u0020seiner	unmatched	1		die trucken in\u0020seiner mitte N			
weissaginne	unmatched	1		dorumbe die weissaginne die swester			
scherecht	unmatched	1		noch ir scherecht mit pouken			
erlichn	unmatched	1		herren wenne erlichn ist her			
funczehenden	unmatched	1		an dem funczehenden tage des			
eynod	unmatched	1		in der eynod vnd zu			
tŏpfen	unmatched	1		ouf den tŏpfen vleisches vnd			
seticheit	unmatched	1		brot in seticheit Worumb habt			
czweiuelden	unmatched	1		das ir czweiuelden habt gemurmelt			
murmlunge	unmatched	1		gehort die murmlunge EXO Sprich			
mulet	unmatched	1		eynode zu mulet vnd als			
stŏsil	unmatched	1		mit einem stŏsil zu stosen			
reif	unmatched	1		gleich einem reif ouf der			
Manhu	unmatched	1		ein ander Manhu das ist			
Cloube	unmatched	1		vnser herre Cloube do von			
schŏffils	unmatched	1		vierteil vnsers schŏffils noch der			
czusmalcz	unmatched	1		worden so czusmalcz es An			
Rue	ambiguous	1	lemma_4937|lemma_5034	gesprochen hat Rue des heiligen			
kochet	unmatched	1		ist das kochet Was aber			
veierte	unmatched	1		das volk veierte des sibenden			
czukunftigen	unmatched	1		in die czukunftigen hindern geslechte			
wustenung	unmatched	1		in der wustenung do ir			
manna	ambiguous	1	lemma_14606|lemma_33093	Aber as manna vierczig iar			
wonliche	unmatched	1		in die wonliche erde Mit			
anrurten	unmatched	1		bis sie anrurten die EXO			
ephi	unmatched	1		ist genant ephi etcetera Nu			
kriegte	unmatched	1		trinken Do kriegte das volk			
kriegt	unmatched	1		sprach Was kriegt ir wider			
murmulte	unmatched	1		wassers vnd murmulte wider sprechende			
vorterbist	unmatched	1		vns durstes vorterbist vnd vnser			
vlissen	unmatched	1		dorous wirt vlissen wasser das			
vorsuchten	unmatched	1		wenne sie vorsuchten vnserm heren			
gespro	unmatched	1		tat als gespro thoho bzde			
hubels	unmatched	1		spicze des hubels Und wenne			
sanften	unmatched	1		wechsilnde mit sanften worten vnd			
vrew̆te	unmatched	1		Und der vrew̆te sich DUS			
uerticlichen	unmatched	1		sie hoch uerticlichen taten wider			
begink	unmatched	1		das her begink vnder dem			
torleicher	unmatched	1		tustu Mit torleicher arbeit wirstu			
gesecze	unmatched	1		volke die gesecze der heiligen			
geiticheit	unmatched	1		do hassen geiticheit vnd setcze			
mynneste	unmatched	1		das ł mynneste vnd ringer			
ringer	ambiguous	1	lemma_17124|lemma_40952|lemma_4918	mynneste vnd ringer wirt dir			
sweristen	unmatched	1		aber des sweristen was das			
ringste	unmatched	1		vnd das ringste nvr alleine			
ousczogis	unmatched	1		manden des ousczogis von in			
stacte	unmatched	1		Und aldo stacte sein geczelt			
